"EvaSiu21"
"1" "Catherine Swift"
"2" "Kenny Cheung"
"3" "Tom Felton"
"4" "jinbo wu"
"5" "Angela Buckley"
"6" "Judith Flanders"
"7" "Andrew Griese"
"8" "Nate Beach-Westmoreland"
"9" "Adam Segal"
"10" "自由部落"
"11" "章立凡"
"12" "活<U+7740>"
"13" "Jordan Sturdy"
"14" "J"
"15" "unlivableregion"
"16" "5Condoms0Kids"
"17" "David Chen"
"18" "Tamara Taggart"
"19" "FSCO Tweets"
"20" "Jane Seyd"
"21" "Kevin Carmichael"
"22" "Len Guenther"
"23" "Paul Bae"
"24" "relic57"
"25" "Shree Paradkar"
"26" "Michael Smith"
"27" "Willem Petzer"
"28" "me"
"29" "Michal Thim (廷米賀)"
"30" "Geoff Wade"
"31" "Mark Stokes"
"32" "Tsai Ting-I"
"33" "Andrew Chubb 朱波"
"34" "BCEdAccess"
"35" "Neil Boyd"
"36" "Brenton Walters"
"37" "Adam Radwanski"
"38" "John Pavlovitz"
"39" "Simon Rabinovitch"
"40" "T. Greer"
"41" "China Beige Book"
"42" "WIRED"
"43" "Greenpeace"
"44" "Mike Hudema"
"45" "Peter Malgunas"
"46" "sloppy steve"
"47" "James Surowiecki"
"48" "Wake Up Vancouver"
"49" "Doug Findlater"
"50" "Adam C. Sieracki"
"51" "PERRY ZENG PEI"
"52" "李方"
"53" "Jonah Goldberg"
"54" "Kemp"
"55" "Wendy Waters"
"56" "燕拔毛"
"57" "C.A. Yeung"
"58" "PLinToronto"
"59" "Kirk LaPointe"
"60" "Rachna Saini"
"61" "Laura Gillanders"
"62" "Terry Martin"
"63" "Anthony Furey"
"64" "(((Jamie Carroll))) <ed><U+00A0><U+00BE><ed><U+00B4><U+00A8>"
"65" "北美吹哥 <U+270A><U+270A><U+270A>"
"66" "What the...."
"67" "Robyn Muccillo"
"68" "Sixth Tone"
"69" "Werner Heisenberg"
"70" "catherine mack"
"71" "Kleptocracy Intv."
"72" "Simon Little"
"73" "Thomas Gautreau"
"74" "Dan Ashton"
"75" "Happy City"
"76" "Bryn Davidson @Lanefab"
"77" "marianne amodio"
"78" "Jason Kenney"
"79" "Joyce Murray 梅麗喬"
"80" "Dr Liam Fox MP"
"81" "Joshua Rosenzweig"
"82" "Sui-Lee Wee <U+9EC4>瑞黎"
"83" "CBC Politics"
"84" "Celina C-C"
"85" "Tracy Sherlock"
"86" "Christine St-Pierre"
"87" "David Millard Haskell"
"88" "Cheryl Chan"
"89" "CBC Canadian News"
"90" "BC Barrister"
"91" "Colin Kilgour"
"92" "Scavenger Organization 清道夫組織"
"93" "<U+9EC4>河<U+8FB9>"
"94" "John McCallum"
"95" "Moira Mackenzie"
"96" "Wendy McClelland"
"97" "Ben Stewart"
"98" "Bernadette Keenan"
"99" "Kevin Carrico"
"100" "Christo Aivalis"
"101" "Norman Spector"
"102" "always vote"
"103" "Mr. & Mrs. Mad Canadians"
"104" "逢花界<U+2602><U+58EE>馬中毒(˙ - ˙)…<U+FF96><U+FF7C><U+FF77>?<U+FF89><U+FF76><U+FF9E><U+FF90><U+FF9D>?<U+FF80><U+FF72><U+FF81>?"
"105" "Senator Victor Oh"
"106" "Yoni Freedhoff, MD"
"107" "Fairbank Center"
"108" "Stop BC Speculation Tax"
"109" "((走<U+9A6C>困))<ed><U+00A0><U+00BD><ed><U+00B8><U+0088>"
"110" "Jean H. Lee"
"111" "Ann Waddell"
"112" "中<U+56FD><U+76D7>版党"
"113" "Anonymous 匿名者"
"114" "中<U+56FD>匿名者"
"115" "Rebecca Blumenstein"
"116" "Guagua Bo"
"117" "Corrupt Wilkinson"
"118" "Godwin Chan"
"119" "Caroline Mulroney"
"120" "Wes<ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>"
"121" "Science World"
"122" "Darth Vader"
"123" "Ginnie Titterton"
"124" "Jim Stewart"
"125" "Vijay Raj Jayaraj"
"126" "Doug Weir"
"127" "Brian Day"
"128" "Dean Skoreyko"
"129" "Radek Sikorski EN"
"130" "Michael Danby MP"
"131" "Mohan Malik <U+9A6C>立克 <U+5B9E>事求是"
"132" "Tara Lynn"
"133" "Jen <ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1><ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7>"
"134" "Evan Dyer"
"135" "Jen Gerson"
"136" "Ben McDonald"
