"DaveId"
"1" "BlackLivesMatter Sac"
"2" "ACCE"
"3" "Rashad Robinson"
"4" "Jcat"
"5" "Natasha Bertrand"
"6" "elw <ed><U+00A0><U+00BD><ed><U+00BA><U+00A9>"
"7" "Bay Rising"
"8" "Zuri <ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>"
"9" "Chess.com"
"10" "¡¹ Revolution Books ¡¹"
"11" "Cecilia Lei"
"12" "Sarah Chadwick// #NEVERAGAIN"
"13" "Kyra Parrow"
"14" "The COH"
"15" "EOakCollective"
"16" "The Indypendent"
"17" "Exploit Code Not People <ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><U+200D><ed><U+00A0><U+00BD><ed><U+00B2><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+00B4>"
"18" "Rob Popovic"
"19" "No Coal In Oakland"
"20" "West Oakland Environmental Indicators Project"
"21" "#RegisterToVoteEFF"
"22" "Resistance SF "
"23" "Tec Quia"
"24" "Da Mystik Homeboy"
"25" "Brian Fung"
"26" "Jonah Strauss"
"27" "Peter Maiden"
"28" "Ali Tadayon"
"29" "Rebecca Kaplan"
"30" "<U+2721><U+FE0F>GEFILTE BITCH<U+2721><U+FE0F>"
"31" "Caron Creighton"
"32" "SEIU 1021"
"33" "kstatik (¢£¢X¡¼¢X)¢£¡_ <U+253B><U+2501><U+253B>"
"34" "Adi Kamdar"
"35" "NWS Bay Area"
"36" "el hopaness romtic"
"37" "Sonic"
"38" "Courage to Resist"
"39" "David Carson"
"40" "bagel bitch"
"41" "David Hildebrand"
"42" "Christin Ayers"
"43" "Jessica Christian"
"44" "Audrey Garces"
"45" "Protest in the USA"
"46" "Campus Antifascism"
"47" "Bree Newsome"
"48" "SIX MINUTES AND TWENTY SECONDS"
"49" "hadar cohen"
"50" "United We Dream (<U+260E><U+FE0F> 888-872-5316 #DreamActNow)"
"51" "Workers World Party"
"52" "Ned Oliver"
"53" "Shay Horse"
"54" "Dylan Petrohilos <ed><U+00A0><U+00BC><ed><U+00BF><U+00B4>"
"55" "Munich Post rememberer"
"56" "theindignity"
"57" "Alice Rothchild, MD"
"58" "Clare Garvie"
"59" "Maxine Waters"
"60" "David DeBolt"
"61" "Gay Shame"
"62" "SF QuakeBot"
"63" "Oakland Fire Dept."
"64" "Enough is Enough!"
"65" "East Bay Yesterday"
"66" "Behold666"
"67" "Bud"
"68" "NationalADAPT"
"69" "AROC"
"70" "IndyRadio"
"71" "Pamela Price"
"72" "Lady Rose"
"73" "tac-sac"
"74" "David Cay Johnston"
"75" "BDS Movement"
"76" "Twitter Video"
"77" "Berkeley Antifa"
"78" "LA Peoples Media"
"79" "Richard Engel"
"80" "John Schindler"
"81" "Mark Graham"
"82" "David Miller T.O."
"83" "Kadijah <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"84" "<U+2728>"
"85" "Akonadi Foundation"
"86" "EDGI"
"87" "Kimberly Veklerov"
"88" "IWOC Oakland"
"89" "PODERSF"
"90" "Michelle Corsilles"
"91" "PaprikaPink"
"92" "Sam Lefebvre"
"93" "Alia Sharrief"
"94" "New York City Antifa"
"95" "Malini Ramaiyer"
"96" "feline."
"97" "archie alegre"
